"set_num","name","year","num_parts","theme"
"6581-1","Dig 'N' Dump",1996,128,"Classic Town"
"65813-1","Special Edition Co-Pack with Sidorak and Toa Iruini (8756 8762)",2005,2,"Bionicle"
"6582-1","Daredevil Flight Squad",1998,287,"Town"
"6584-1","Extreme Team Challenge",1998,357,"Town"
"65844-1","Star Wars Co-Pack of 7255 4492 and 4494",2005,3,"Star Wars"
"65845-1","Star Wars Co-Pack of 7256 4492 and 4494",2005,3,"Star Wars"
"65849-1","Bionicle Co-Pack (contains 8758 and 851097)",2005,2,"Bionicle"
"6585-1","Hang-Glider",1998,19,"Town"
"65851-1","Knights Kingdom II Co-Pack (contains 8876 and life size sword)",2005,2,"Castle"
"6586-1","Polar Scout",2000,55,"Town"
"6589-1","Radical Racer",1998,83,"Town"
"6590-1","Vacation Camper",1988,116,"Classic Town"
"659-1","Police Patrol with Policemen",1975,49,"Legoland"
"6591-1","Nitro Dragsters",1989,144,"Classic Town"
"6592-1","Vacation Hideaway",1990,116,"Classic Town"
"6593-1","Blaze Battler",1991,126,"Classic Town"
"6594-1","Gas Transit",1992,123,"Classic Town"
"6595-1","Surf Shack",1993,93,"Classic Town"
"6596-1","Wave Master",1995,133,"Classic Town"
"6597-1","Century Skyway",1994,905,"Classic Town"
"6598-1","Metro PD Station",1996,567,"Classic Town"
"6599-1","Shark Attack",1997,58,"Town"
"6600-1","Police Patrol",1981,23,"Classic Town"
"6600-2","Highway Construction",2000,316,"Town Jr."
"660-1","Car with Plane Transporter",1975,41,"Factory"
"6601-1","Ice Cream Cart",1985,30,"Classic Town"
"6602-1","Fire Chief's Car",1981,24,"Classic Town"
"6602-2","Scorpion Buggy",2000,78,"Town"
"6603-1","Shovel Truck",1985,27,"Classic Town"
"6604-1","Formula-I Racer",1985,31,"Classic Town"
"6605-1","Road Racer",1984,20,"Classic Town"
"6606-1","Road Repair Set",1983,25,"Classic Town"
"6607-1","Service Truck",1982,25,"Classic Town"
"6608-1","Tractor",1982,21,"Classic Town"
"6609-1","Race Car",1980,17,"Classic Town"
"6610-1","Gas Pumps",1981,28,"Classic Town"
"661-1","Spirit of St. Louis",1976,49,"Legoland"
"6611-1","Fire Chief's Car",1981,20,"Classic Town"
"66116-1","City Emergency Services Vehicles (Multipack)",2006,0,"Town"
"66117-1","Offre Speciale (7235 7236 7238 7241)",2007,0,"Town"
"6612-1","Fire Chief's Car",1986,29,"Classic Town"
"6613-1","Telephone Booth",1986,26,"Classic Town"
"66138-1","Toa Hordika Collection",2005,6,"Bionicle"
"6614-1","Launch Evac 1",1995,122,"Town"
"6615-1","Eagle Stunt Flyer",1996,75,"Classic Town"
"66156-1","Airport Value Pack (TRU Exclusive)",2006,4,"City"
"6616-1","Rocket Dragster",2000,146,"Town"
"6617-1","Tough Truck Rally",2000,387,"Town"
"66174-1","Lego Firemen Bundle",2006,0,"City"
"66175-1","City Rescue Pack",2007,0,"Town"
"66177-1","City Rescue Pack",2007,0,"Town"
"6618-1","Blue Racer",2000,23,"Town"
"66188-1","Creative Building Set",2007,2,"Creator"
"6619-1","Red Four Wheel Driver",2000,20,"Town"
"66193-1","City Super Pack (7890 7892 7902 7903)",2007,0,"City"
"66194-1","City Super Pack (7246 7248 7905 7990)",2007,0,"City"
"66195-1","City Super Pack (7238 7239 7241 7942 7945)",2007,0,"City"
"6620-1","Ultimate Accessory Set 500",2006,507,"Bionicle"
"66207-1","Gift Set",2006,2,"Bionicle"
"66208-1","Mr. Magoriums big book (Mr. Magorium's Wonder Emporium)",2007,9,"Creator"
"662-1","Dumper Lorry",1976,27,"Legoland"
"6621-1","Fire Truck",1984,39,"Classic Town"
"6622-1","Mailman on Motorcycle",1984,30,"Classic Town"
"66221-1","X-wing Fighter and Luke Pilot Maquette Co-Pack (TRU Exclusive)",2007,1,"Star Wars"
"66225-1","Gift Set",2007,2,"Exo-Force"
"6623-1","Police Car",1983,40,"Classic Town"
"66237-1","Build & Play Value Pack",2008,2,"Creator"
"66239-1","City Super Pack 4 in 1 (7898 7997 7895 7896)",2007,4,"Train"
"6624-1","Delivery Van",1983,40,"Classic Town"
"66246-1","City Super Pack (7235 7245 7743)",2008,3,"City"
"66247-1","City Super Pack (7741 7890 7942)",2008,0,"Town"
"6625-1","Speed Trackers",1996,65,"Classic Town"
"66255-1","City Super Pack 6 in 1 (7235 7236 7741 7890 7942 7945)",2008,0,"Town"
"66256-1","City Super Pack (7242 7733 7990 7991)",2008,0,"Town"
"66257-1","City Super Pack 4 in 1 (7235 7236 7741 7744)",2008,4,"City"
"66258-1","City Super Pack (7990 7991 7993)",2008,3,"Town"
"66260-1","City Super Pack (7733 7734 7992)",2008,3,"City"
"6626-1","Rescue Helicopter",1981,36,"Classic Town"
"6626-2","Snow Scooter",2000,20,"Town"
"6627-1","Convertible",1980,37,"Classic Town"
"6628-1","Shell Tow Truck",1981,38,"Classic Town"
"6628-2","Construction Workers",1984,20,"Classic Town"
"66282-1","City Police Co-Pack",2008,2,"City"
"66284-1","LEGO Build and Play Value Pack",2009,2,"Creator"
"66290-1","City Super Pack 4 in 1 (4210 7736 7737 7738)",2008,4,"City"
"6629-1","Ambulance",1981,39,"Classic Town"
"6630-1","Bucket Loader",1981,34,"Classic Town"
"66305-1","City Super Pack 3 in 1 (7235 7245 7743)",2009,3,"City"
"66306-1","City Super Pack 3 in 1 (7736 7737 7738)",2009,3,"City"
"66307-1","City Super Pack (7245 7732 8401)",2009,3,"Town"
"66308-1","Star Wars Super Pack 3 in 1 (7667 7668 8017)",2009,3,"Star Wars"
"663-1","Hovercraft",1977,60,"Legoland"
"6631-1","Steam Shovel",1985,48,"Classic Town"
"66311-1","LEGO Creative Value Pack (TRU Exclusive)",2010,2,"Creator"
"66318-1","Technic Super Pack 4 in 1 (8259 8290 8293 8294)",2009,4,"Model"
"66319-1","Power Miners Super Pack 3 in 1 (8709 8958 8959)",2009,3,"Power Miners"
"6632-1","Tactical Patrol Truck",1985,44,"Classic Town"
"66325-1","City Super Pack 4 in 1 (7898 7997 7895 7896)",2009,4,"Train"
"66326-1","City Super Pack 4 in 1 (7239 7245 8401 7638)",2009,0,"Town"
"66328-1","City Super Pack 6 in 1 (7630 5610 5612 5613 7942 7236)",2009,0,"Town"
"66329-1","City Super Pack 3 in 1 (7236 7741 7942)",2009,3,"Town"
"66330-1","City Super Pack 5 in 1 (7632 7746 7990 8401 5620)",2009,5,"Town"
"6633-1","Family Car",1985,46,"Classic Town"
"66331-1","City Super Pack 3 in 1 (7630 7633 7990)",2009,3,"City"
"6634-1","Stock Car",1986,46,"Classic Town"
"66341-1","Star Wars Super Pack 3 in 1 (8014 8015 8091)",2010,3,"Star Wars"
"66342-1","City Super Pack 3 in 1 (7213 7241 7942)",2010,0,"City"
"66345-1","City Super Pack 4 in 1 (3177 7241 7634 7638)",2010,0,"Town"
"66357-1","City Super Pack 4 in 1 (7208 7239 7241 7942)",2010,0,"City"
"66358-1","City Super Pack 3 in 1 (7634 7635 7684)",2010,3,"City"
"66359-1","Technic Super Pack 4 in 1 (8049 8259 8260 8293)",2010,4,"Technic"
"66360-1","City Super Pack 4 in 1 (7207 7213 7241 7942)",2010,0,"City"
"6636-1","Police Headquarters",2002,291,"Town Jr."
"66362-1","City Super Pack 4 in 1 (3177 3179 8401 8402)",2010,4,"Town"
"66363-1","City Super Pack 4 in 1 (7235 7236 7245 7741)",2010,4,"City"
"66364-1","Star Wars Super Pack 3 in 1 (7749 8083 8084)",2010,3,"Star Wars"
"66365-1","Atlantis Super Pack 4 in 1 (8057 8058 8059 8080)",2010,4,"Atlantis"
"66366-1","Star Wars Super Pack  3 in 1 (8089 8083 7749)",2010,3,"Star Wars"
"66368-1","Star Wars Super Pack 3 in 1 (8083 8084 8092)",2010,3,"Star Wars"
"6637-1","Ultimate Battle Set",2005,5,"Bionicle"
"66373-1","Fun Favor Pack",2010,0,"Creator"
"66374-1","City Super Pack 4 in 1 (7895 7896 7937 7939)",2010,4,"Train"
"66375-1","City Super Pack 4 in 1 (7235 7286 7279 7741)",2011,4,"City"
"66377-1","Star Wars Super Pack 3 in 1 (7869 7913 7914)",2011,3,"Star Wars"
"66378-1","Star Wars Super Pack 3 in 1 (8085 7913 7914)",2011,3,"Star Wars"
"66380-1","LEGO Creative Value Pack (TRU UK Exclusive)",2011,2,"Creator"
"6638-1","Ultimate Creatures Accessory Set (Special Edition) 300+ Pieces",2006,287,"Bionicle"
"66383-1","Ninjago Super Pack 3 in 1 (2258 2259 2519)",2011,3,"Ninjago"
"66386-1","Cars 2 Super Pack 3 in 1 (8206 8426 8487)",2011,3,"Cars"
"66387-1","Cars 2 Super Pack 3 in 1 (8200 8201 8206)",2011,3,"Cars"
"66388-1","City Super Pack 4 in 1 (7498 7235 7279 7285)",2011,4,"City"
"66389-1","City Super Pack 5 in 1 (7288 7279 7285 7286 7741)",2011,5,"City"
"6639-1","Raven Racer",1995,70,"Classic Town"
"66392-1","Duplo Cars Super Pack 3 in 1 (5816, 5817, 5818)",2012,-1,"Duplo"
"66394-1","Ninjago Super Pack 3 in 1 (2506 2259 2260)",2011,3,"Ninjago"
"66395-1","Star Wars Super Pack 3 in 1 (7957 7913 7914)",2011,3,"Star Wars"
"66396-1","Star Wars Super Pack 3 in 1 (7877 7929 7913)",2011,3,"Star Wars"
"66397-1","Technic Super Pack 4 in 1 (8047 8065 8067 8069)",2011,4,"Technic"
"66404-1","Hero Factory Super Pack 2 in 1 (2065, 2067)",2011,2,"Hero Factory"
"66405-1","City Super Pack 4 in 1 (7939 7937 7499 7895)",2010,4,"Train"
"66409-1","Cars Super Pack 3 in 1 (9478 8201 9485)",2012,3,"Cars"
"664-1","TV Crew",1977,47,"Factory"
"66410-1","Ninjago Super Pack 3 in 1 (9440, 9441, 9444)",2012,3,"Ninjago"
"6641-1","4-Wheelin' Truck",1987,81,"Classic Town"
"66411-1","Star Wars Super Pack 3 in 1 (9488 9489 9495)",2012,3,"Star Wars"
"66412-1","City Super Pack 2 in 1 (7285, 7741)",2012,2,"City"
"66414-1","Hero Factory Super Pack 2 in 1 (2143, 2145)",2012,2,"Hero Factory"
"6642-1","Police Helicopter",1988,65,"Classic Town"
"66426-1","City Super Pack 3 in 1 (4208, 4209, 4427)",2012,3,"City"
"66427-1","City Super Pack 4 in 1 (4436, 4437, 4439, 4441)",2012,4,"City"
"66428-1","City Super Pack 4 in 1 (4436, 7235, 7279, 7498)",2012,4,"City"
"6643-1","Fire Truck",1988,74,"Classic Town"
"66431-1","Star Wars Super Pack 3 in 1 (7914, 9488, 9491)",2012,3,"Star Wars"
"66432-1","Star Wars Super Pack 3 in 1 (9490, 9492, 9496)",2012,3,"Star Wars"
"66433-1","Technic Super Pack 3 in 1 (8293, 9392, 9395)",2012,3,"Technic"
"66434-1","Friends Super Pack 3 in 1 (3187, 3934, 3935)",2012,3,"Friends"
"66435-1","Friends Super Pack 4 in 1 (3061, 3183, 3934, 3936)",2012,4,"Friends"
"66436-1","City Super Pack 2 in 1 (4436, 4437)",2012,2,"City"
"66437-1","Hero Factory Super Pack 2 in 1 (6216, 6293)",2012,2,"Hero Factory"
"6644-1","Road Rebel",1990,72,"Classic Town"
"66444-1","Ninjago Super Pack 3 in 1 (9441, 9442, 9591)",2012,3,"Ninjago"
"66448-1","City Super Pack 3 in 1 (60000, 60001, 60002)",2013,3,"City"
"66449-1","Star Wars Super Pack 3 in 1 (75000, 75003, 75014)",2013,3,"Star Wars"
"66450-1","Legends of Chima Super Pack 3 in 1 (70000, 70001, 70003)",2013,3,"Legends of Chima"
"6645-1","Street Sweeper",1991,65,"Classic Town"
"66451-1","City Super Pack 4 in 1 (4431, 4432, 4433, 4435)",2012,4,"Town"
"66452-1","Hero Factory Super Pack 2 in 1 (6282, 6283)",2012,2,"Hero Factory"
"6646-1","Screaming Patriot",1991,65,"Classic Town"
"6647-1","Highway Repair",1980,54,"Classic Town"
"66479-1","Super Pack 3 in 1 (75015, 75035, 75043)",2014,3,"Star Wars"
"6648-1","Mag Racer",1992,61,"Classic Town"
"6648-2","Dump Truck",1980,42,"Classic Town"
"6649-1","Street Sweeper",1995,63,"Classic Town"
"66491-1","Legends of Chima Super Pack 5 in 1 (70126, 70128, 70129, 70130, 70131)",2014,5,"Legends of Chima"
"66492-1","City Super Pack 3 in 1 (60041, 60042, 60046)",2014,3,"City"
"66493-1","City Super Pack 4 in 1 (60050, 60052, 7499, 7895)",2014,4,"City"
"66495-1","Star Wars Super Pack 3 in 1 (75037, 75038, 75045)",2014,3,"Star Wars"
"6650-1","Fire and Rescue Van",1981,46,"Classic Town"
"6651-1","Post Office Van",1982,46,"Classic Town"
"66512-1","Star Wars Super Pack 2 in 1 (75048, 75053)",2014,2,"Star Wars"
"66514-1","Star Wars Microfighters Super Pack 3 in 1 (75028, 75029, 75030)",2014,3,"Star Wars"
"66515-1","Star Wars Microfighters Super Pack 3 in 1 (75031, 75032, 75033)",2014,3,"Star Wars"
"6652-1","Construction Truck",1983,44,"Classic Town"
"6653-1","Highway Emergency Van",1982,56,"Classic Town"
"6654-1","Motorcycle Transport",1983,54,"Classic Town"
"6655-1","Auto & Tire Repair",1984,58,"Classic Town"
"6656-1","Tow Truck",1985,53,"Classic Town"
"6657-1","Fire Patrol Copter",1985,66,"Classic Town"
"6658-1","Bulldozer",1986,65,"Classic Town"
"6659-1","TV Camera Crew",1986,66,"Classic Town"
"6660-1","Hook & Haul Wrecker",1989,52,"Classic Town"
"6661-1","Mobile TV Studio",1989,80,"Classic Town"
"6662-1","Backhoe",1992,87,"Classic Town"
"6663-1","Wave Rebel",1993,78,"Classic Town"
"6664-1","Chopper Cops",1993,71,"Classic Town"
"6665-1","River Runners",1994,77,"Classic Town"
"6666-1","Ambulance",1994,78,"Classic Town"
"6667-1","Pothole Patcher",1993,97,"Classic Town"
"6668-1","Recycle Truck",1992,108,"Classic Town"
"6669-1","Diesel Daredevil",1991,90,"Classic Town"
"6670-1","Rescue Rig",1993,114,"Classic Town"
"6671-1","Utility Repair Lift",1989,107,"Classic Town"
"6672-1","Safari Off-Road Vehicle",1990,67,"Classic Town"
"6673-1","Solo Trainer",1990,74,"Classic Town"
"6674-1","Crane Truck",1988,94,"Classic Town"
"6675-1","Road & Trail 4x4",1988,81,"Classic Town"
"6676-1","Mobile Command Unit",1986,99,"Classic Town"
"6677-1","Motocross Racing",1986,75,"Classic Town"
"6678-1","Pneumatic Crane",1980,61,"Classic Town"
"6679-1","Dark Shark",1991,82,"Classic Town"
"6679-2","Exxon Tow Truck",1980,78,"Classic Town"
"6680-1","Ambulance",1981,63,"Classic Town"
"6681-1","Police Van",1981,81,"Classic Town"
"6682-1","Cement Mixer",1985,90,"Classic Town"
"6683-1","Burger Stand",1983,68,"Classic Town"
"6684-1","Police Patrol Squad",1984,81,"Classic Town"
"6685-1","Fire Copter 1",1982,98,"Classic Town"
"6686-1","Backhoe",1984,88,"Classic Town"
"6687-1","Turbo Prop I",1987,78,"Classic Town"
"6688-1","Ambulance",1985,72,"Classic Town"
"6689-1","Post-Station",1985,54,"Classic Town"
"6690-1","Snorkel Pumper",1980,103,"Classic Town"
"6691-1","Red Cross Helicopter",1981,107,"Classic Town"
"6692-1","Tractor Trailer",1983,97,"Classic Town"
"6693-1","Refuse Collection Truck",1987,114,"Classic Town"
"6694-1","Car with Camper",1984,109,"Classic Town"
"6695-1","Shell Tanker",1984,106,"Classic Town"
"6696-1","Exxon Fuel Tanker",1984,106,"Classic Town"
"6697-1","Rescue-I Helicopter",1985,85,"Classic Town"
"6698-1","RV with Speedboat",1986,129,"Classic Town"
"6699-1","Cycle Fix-It Shop",1987,81,"Classic Town"
"670-1","Mobile Crane",1978,55,"Classic Town"
"6701-1","Minifig Pack",1983,36,"Space"
"6702-1","Minifig Pack",1986,43,"Space"
"6703-1","Minifig Pack",1988,42,"Space"
"6704-1","Minifig Pack",1991,44,"Space"
"6705-1","Space Explorers",1994,39,"Space"
"6706-1","Frontier Patrol",1997,27,"Western"
"6707-1","Green Buggy",2000,23,"Town"
"6709-1","Tribal Chief",1997,16,"Western"
"670F-1","Wheels Pack",2004,10,"Racers"
"6710-1","Space Landing Pads",1991,2,"Space"
"671-1","Shell Fuel Tanker",1978,73,"Classic Town"
"6711-1","Space Mini-Figs",1983,24,"Space"
"6712-1","Sheriff's Showdown",1996,28,"Western"
"6713-1","Grip 'n' Go Challenge",2000,283,"Town"
"6714-1","Speed Dragster",2000,80,"Town"
"6716-1","Covered Wagon",1996,65,"Western"
"6718-1","Raindance Ridge",1997,73,"Western"
"6719-1","Brachiosaurus",2001,25,"Dinosaurs"
"671F-1","Antenna Pack",2004,13,"Racers"
"6720-1","Tyrannosaurus Rex",2001,23,"Dinosaurs"
"672-1","Fire Emergency Van",1978,65,"Classic Town"
"6721-1","Mosasaurus",2001,26,"Dinosaurs"
"6722-1","Styracosaurus",2001,19,"Dinosaurs"
"673-1","Rally Repair Crew",1978,60,"Classic Town"
"6731-1","Skateboarding Pepper",2002,13,"Island Xtreme Stunts"
"6732-1","Brickster's Trike",2002,17,"Island Xtreme Stunts"
"6733-1","Snap's Cruiser",2002,19,"Island Xtreme Stunts"
"6734-1","Beach Cruiser",2002,54,"Island Xtreme Stunts"
"6735-1","Air Chase",2002,85,"Island Xtreme Stunts"
"6736-1","Beach Lookout",2002,88,"Island Xtreme Stunts"
"6737-1","Wake Rider (Wave Catcher)",2002,92,"Island Xtreme Stunts"
"6738-1","Skateboard Challenge",2002,116,"Island Xtreme Stunts"
"6739-1","Truck and Stunt Trikes",2002,198,"Island Xtreme Stunts"
"673F-1","Gearbox Pack",2004,6,"Racers"
"6740-1","Tower",2002,332,"Island Xtreme Stunts"
"674-1","Forklift & Truck",1978,55,"Classic Town"
"6741-1","Mini Jet",2009,63,"Basic Model"
"6742-1","Mini Off-Roader",2009,64,"Creator"
"6743-1","Street Speeder",2009,165,"Model"
"6745-1","Propellor Power",2009,247,"Model"
"6746-1","Chief's Tepee",1997,135,"Western"
"6747-1","Race Rider",2009,266,"Model"
"6748-1","Boulder Cliff Canyon",1997,256,"Western"
"6750-1","Sonic Robot",1986,110,"Space"
"675-1","Snack Bar",1979,64,"Classic Town"
"6751-1","Fiery Legend",2009,479,"Model"
"6752-1","Fire Truck",2009,771,"Model"
"6753-1","Highway Transport",2009,1294,"Model"
"6754-1","Family Home",2009,978,"Model"
"6755-1","Sheriff's Lock-Up",1996,177,"Western"
"6758-1","Read & Build Grow Caterpillar Grow",2012,18,"Duplo"
"6759-1","Read & Build Busy Farm",2012,16,"Duplo"
"6760-1","Read & Build Let's Go Vroom",2012,13,"Duplo"
"6761-1","Bandit's Secret Hide-Out",1996,249,"Western"
"6762-1","Fort Legoredo",2002,687,"Western"
"6763-1","Rapid River Village",2002,354,"Western"
"6764-1","Sheriff's Lock-Up",2002,176,"Western"
"6765-1","Gold City Junction",1996,351,"Western"
"6766-1","Rapid River Village",1997,354,"Western"
"6769-1","Fort Legoredo",1996,687,"Western"
"6770-1","Lunar Transporter Patroller",1988,117,"Space"
"677-1","Knight's Procession",1979,48,"Castle"
"6771-1","Ogel Command Striker",2001,29,"Alpha Team"
"6772-1","Alpha Team Cruiser",2001,56,"Alpha Team"
"6773-1","Alpha Team Helicopter",2001,78,"Alpha Team"
"6774-1","Alpha Team ATV",2001,134,"Alpha Team"
"6775-1","Alpha Team Bomb Squad",2001,191,"Alpha Team"
"6776-1","Ogel Control Center",2001,414,"Alpha Team"
"6780-1","XT Starship",1986,199,"Space"
"6781-1","SP-Striker",1989,230,"Space"
"6783-1","Sonar Transmitting Cruiser",1986,348,"Space"
"6784-1","Creative Sorter",2012,26,"Duplo"
"6785-1","Creative Cakes",2012,56,"Duplo"
"6790-1","Bandit's Wheelgun (Boxed)",1997,20,"Western"
"6791-1","Bandit's Wheelgun",1997,20,"Western"
"6799-1","Showdown Canyon",1997,74,"Western"
"6800-1","Cyber Blaster",1997,20,"Space"
"680-1","Low-Loader and Crane",1971,62,"Legoland"
"6801-1","Moon Buggy",1981,22,"Space"
"6802-1","Space Probe",1986,26,"Space"
"6803-1","Space Patrol",1983,25,"Space"
"6804-1","Surface Rover",1984,21,"Space"
"6805-1","Astro Dasher",1985,29,"Space"
"6806-1","Surface Hopper",1985,23,"Space"
"6807-1","Space Sledge with Astronaut and Robot",1985,24,"Space"
"6808-1","Galaxy Trekkor",1987,29,"Space"
"6809-1","XT-5 and Droid",1988,37,"Space"
"6810-1","Laser Ranger",1989,41,"Space"
"681-1","Low-Loader with 4 Wheel Excavator",1971,63,"Legoland"
"6811-1","Pulsar Charger",1990,26,"Space"
"6812-1","Grid Trekkor",1991,25,"Space"
"6813-1","Galactic Chief",1993,24,"Space"
"6814-1","Ice Tunnelator",1993,25,"Space"
"6815-1","Hovertron",1996,27,"Space"
"6816-1","Cyber Blaster",1997,20,"Space"
"6817-1","Beta Buzzer",1998,32,"Space"
"6818-1","Cyborg Scout",1997,36,"Space"
"6820-1","Starfire I",1986,34,"Space"
"682-1","Low-Loader and Tractor",1971,57,"Legoland"
"6821-1","Shovel Buggy",1980,28,"Space"
"6822-1","Space Digger",1981,33,"Space"
"6823-1","Surface Transport",1983,27,"Space"
"6824-1","Space Dart I",1984,48,"Space"
"6825-1","Cosmic Comet",1985,40,"Space"
"6826-1","Crater Crawler",1985,32,"Space"
"6827-1","Strata Scooter",1987,35,"Space"
"6828-1","Twin-Winged Spoiler",1988,57,"Space"
"6829-1","Radon Rover",1997,53,"Space"
"6830-1","Space Patroller",1988,51,"Space"
"683-1","Articulated Lorry",1971,58,"Factory"
"6831-1","Message Decoder",1989,34,"Space"
"6832-1","Super Nova II",1991,42,"Space"
"6833-1","Beacon Tracer",1990,40,"Space"
"6834-1","Celestial Sled",1993,55,"Space"
"6835-1","Saucer Scout",1994,47,"Space"
"6836-1","V-Wing Fighter",1997,40,"Space"
"6837-1","Cosmic Creeper",1998,57,"Space"
"684-1","Low-Loader with Fork Lift Truck",1972,53,"Legoland"
"6841-1","Mineral Detector",1980,44,"Space"
"6842-1","Shuttle Craft",1981,46,"Space"
"6844-1","Seismologic Vehicle (Sismobile)",1983,46,"Space"
"6845-1","Cosmic Charger",1986,51,"Space"
"6846-1","Tri-Star Voyager",1984,69,"Space"
"6847-1","Space Dozer",1985,49,"Space"
"6848-1","Strategic Pursuer",1988,62,"Space"
"6848-2","Interplanetary Shuttle",1985,54,"Space"
"6848-3","Strategic Pursuer",1988,62,"Space"
"6849-1","Satellite Patroller",1987,47,"Space"
"6850-1","Auxiliary Patroller",1989,46,"Space"
"685-1","Truck with Trailer",1972,50,"Factory"
"6851-1","Tri-Wheeled Tyrax",1991,38,"Space"
"685-2","Truck with Trailer (without Stickers)",1972,50,"Factory"
"6852-1","Sonar Security",1993,61,"Space"
"6854-1","Alien Fossilizer",1996,51,"Space"
"6856-1","Planetary Decoder",1996,78,"Space"
"6857-1","The Dynamic Duo Funhouse Escape",2012,378,"Super Heroes"
"6858-1","Catwoman Catcycle City Chase",2012,89,"Super Heroes"
"6860-1","The Batcave",2012,689,"Super Heroes"
"686-1","Tipper Trucks and Loader",1973,70,"Legoland"
"6861-1","X1 Patrol Craft",1980,55,"Space"
"6861-2","Super Model Building Instruction",1993,1,"Space"
"6862-1","Secret Space Voyager",1991,254,"Space"
"6862-2","Superman vs Power Armour Lex",2012,208,"Super Heroes"
"6863-1","Batwing Battle Over Gotham City",2012,277,"Super Heroes"
"6864-1","Batmobile and the Two-Face Chase",2012,541,"Super Heroes"
"6865-1","Captain America's Avenging Cycle",2012,71,"Super Heroes"
"6866-1","Wolverine's Chopper Showdown",2012,199,"Super Heroes"
"6867-1","Loki's Cosmic Cube Escape",2012,180,"Super Heroes"
"6868-1","Hulk’s Helicarrier Breakout",2012,385,"Super Heroes"
"6869-1","Quinjet Aerial Battle",2012,748,"Super Heroes"
"6870-1","Space Probe Launcher",1981,60,"Space"
"687-1","Caravelle Plane",1973,48,"Legoland"
"6871-1","Star Patrol Launcher",1984,71,"Space"
"6872-1","Xenon X-Craft",1986,76,"Space"
"6873-1","Spider-Man's Doc Ock Ambush",2012,295,"Super Heroes"
"6874-1","Moon Rover",1986,66,"Space"
"6875-1","Hovercraft",1988,93,"Space"
"6876-1","Alienator",1988,92,"Space"
"6877-1","Vector Detector",1990,62,"Space"
"6878-1","Sub Orbital Guardian",1991,75,"Space"
"6879-1","Blizzard Baron",1993,83,"Space"
"6880-1","Surface Explorer",1982,83,"Space"
"688-1","Shell Double Tanker",1973,63,"Legoland"
"6881-1","Lunar Rocket Launcher",1984,98,"Space"
"6882-1","Walking Astro Grappler",1985,102,"Space"
"6883-1","Terrestrial Rover",1987,109,"Space"
"6884-1","Aero Module",1987,107,"Space"
"6885-1","Saturn Base Main Team (Crater Crawler)",1988,101,"Space"
"6886-1","Galactic Peace Keeper",1989,121,"Space"
"6887-1","Allied Avenger",1991,100,"Space"
"6889-1","Recon Robot",1994,136,"Space"
"6890-1","Cosmic Cruiser",1982,115,"Space"
"689-1","Mobile Crane",1974,46,"Legoland"
"6891-1","Gamma V Laser Craft",1985,135,"Space"
"6892-1","Modular Space Transport",1986,150,"Space"
"6893-1","Orion II Hyperspace",1987,162,"Space"
"6894-1","Invader",1987,159,"Space"
"6895-1","Spy-Trak 1",1989,152,"Space"
"6896-1","Celestial Forager",1990,92,"Space"
"6897-1","Rebel Hunter",1992,146,"Space"
"6898-1","Ice-Sat V",1993,136,"Space"
"6899-1","Nebula Outpost",1996,156,"Space"
"6900-1","Cyber Saucer",1997,112,"Space"
"690-1","Shell Station",1974,73,"Legoland"
"6901-1","Mobile Lab",1980,139,"Space"
"6901-2","Space Plane",1998,20,"Space"
"6902-1","Space Plane",1998,20,"Space"
"6903-1","Bug Blaster",1998,24,"Space"
"6905-1","Bi-Wing Blaster",1998,112,"Space"
"6907-1","Sonic Stinger",1998,95,"Space"
"6909-1","Sonic Stinger with Promotional Mask",1998,96,"Space"
"6910-1","Mini Sports Car",2012,70,"Creator"
"691-1","Rescue Helicopter",1974,62,"Legoland"
"6911-1","Mini Fire Truck",2012,69,"Creator"
"6912-1","Super Soarer",2012,130,"Creator"
"6913-1","Blue Roadster",2012,152,"Creator"
"6914-1","T-Rex",2012,191,"Creator"
"6915-1","Warp Wing Fighter",1997,234,"Space"
"6918-1","Blacksmith Attack",2011,110,"Castle"
"6919-1","Planetary Prowler",1998,248,"Space"
"692-1","Road Repair Crew",1975,59,"Legoland"
"6921-1","Monorail Accessory Track",1988,46,"Space"
"6923-1","Particle Ionizer",1990,192,"Space"
"6925-1","Interplanetary Rover",1988,211,"Space"
"6926-1","Mobile Recovery Vehicle",1986,150,"Space"
"6927-1","All-Terrain Vehicle",1981,173,"Space"
"6928-1","Uranium Search Vehicle",1984,201,"Space"
"6929-1","Star Fleet Voyager",1981,246,"Space"
"6930-1","Space Supply Station",1983,206,"Space"
"693-1","Fire Engine with Firemen",1975,72,"Legoland"
"6931-1","FX Star Patroller",1985,227,"Space"
"6932-1","Stardefender 200",1987,251,"Space"
"6933-1","Spectral Starguider",1991,212,"Space"
"6934-1","BIONICLE Good Guy Polybag (Disney Promotional Sweden)",2006,16,"Bionicle"
"6935-1","BIONICLE Bad Guy (Disney Promotional Sweden)",2006,16,"Bionicle"
"6936-1","Piraka & Catapult",2007,20,"Bionicle"
"6937-1","Give Away",2006,2,"Bionicle"
"6938-1","Scorpion Detector",1996,196,"Space"
"6939-1","Saucer Centurion",1994,222,"Space"
"6940-1","Alien Moon Stalker",1986,268,"Space"
"694-1","Transport Truck",1975,64,"Factory"
"6941-1","Battrax",1987,284,"Space"
"6942-1","Zo Weevil",1999,20,"Space"
"6943-1","Zo Weevil",1999,20,"Space"
